city,lat,lng,country,iso2,admin,capital,population,population_proper,id
Coronel Pringles,-37.982949,-61.356151,Argentina,AR,Buenos Aires,minor,,,255
Campo Grande,-27.207703,-54.979774,Argentina,AR,Misiones,minor,,,256
Veinticinco de Mayo,-37.774099,-67.71638,Argentina,AR,La Pampa,minor,,,257
Belén de Escobar,-34.348331,-58.792653,Argentina,AR,Buenos Aires,minor,,,258
San Vicente,-35.025003,-58.422764,Argentina,AR,Buenos Aires,minor,,,259
Villa Berthet,-27.29174,-60.412626,Argentina,AR,Chaco,minor,,,260
Verónica,-35.387957,-57.336914,Argentina,AR,Buenos Aires,minor,,,261
San Miguel del Monte,-35.439616,-58.806748,Argentina,AR,Buenos Aires,minor,,,262
Carmen de Areco,-34.377429,-59.823945,Argentina,AR,Buenos Aires,minor,,,263
Cañuelas,-35.051841,-58.760613,Argentina,AR,Buenos Aires,minor,,,264
Termas de Río Hondo,-27.499831,-64.860418,Argentina,AR,Santiago del Estero,minor,,,265
La Puerta,-28.17036,-65.790149,Argentina,AR,Catamarca,minor,,,266
San Carlos de Bolívar,-36.25,-61.1,Argentina,AR,Buenos Aires,minor,,,267
San Cayetano,-38.346528,-59.609541,Argentina,AR,Buenos Aires,minor,,,268
Pinamar,-37.107945,-56.861396,Argentina,AR,Buenos Aires,minor,,,269
San Agustín,-31.976814,-64.373998,Argentina,AR,Córdoba,minor,,,270
Tilcara,-23.577568,-65.350902,Argentina,AR,Jujuy,minor,,,271
Quemú Quemú,-36.054631,-63.564282,Argentina,AR,La Pampa,minor,,,272
Santa Rosa,-33.25407,-68.149365,Argentina,AR,Mendoza,minor,,,273
Sumampa,-29.384703,-63.469065,Argentina,AR,Santiago del Estero,minor,,,274
Aluminé,-39.236856,-70.919703,Argentina,AR,Neuquén,minor,,,275
Nueva Esperanza,-26.19991,-64.240116,Argentina,AR,Santiago del Estero,minor,,,276
Cuchillo Có,-38.333492,-64.64331,Argentina,AR,La Pampa,minor,,,277
Santo Tomé,-28.549392,-56.040766,Argentina,AR,Corrientes,minor,,,278
Junín de los Andes,-39.950434,-71.069359,Argentina,AR,Neuquén,minor,,,279
Villa Aberastain,-31.65,-68.583333,Argentina,AR,San Juan,minor,,,280
Molinos,-25.439503,-66.291257,Argentina,AR,Salta,minor,,,281
Villa Ojo de Agua,-29.500033,-63.693774,Argentina,AR,Santiago del Estero,minor,,,282
Suncho Corral,-27.933573,-63.429377,Argentina,AR,Santiago del Estero,minor,,,283
Picún Leufú,-39.523508,-69.279664,Argentina,AR,Neuquén,minor,,,284
San Nicolás de los Arroyos,-33.335784,-60.225233,Argentina,AR,Buenos Aires,minor,,,285
San José,-28.383333,-65.7,Argentina,AR,Catamarca,minor,,,286
Chicoana,-25.100878,-65.533096,Argentina,AR,Salta,minor,,,287
Ranchos,-35.516193,-58.317333,Argentina,AR,Buenos Aires,minor,,,288
Caucete,-31.65179,-68.281053,Argentina,AR,San Juan,minor,,,289
José María Ezeiza,-34.847868,-58.528689,Argentina,AR,Buenos Aires,minor,,,290
Empedrado,-27.951245,-58.80542,Argentina,AR,Corrientes,minor,,,291
Loncopué,-38.07284,-70.616086,Argentina,AR,Neuquén,minor,,,292
General Acha,-37.376977,-64.604312,Argentina,AR,La Pampa,minor,,,293
Concepción,-27.342783,-65.597255,Argentina,AR,Tucumán,minor,,,294
Concepción,-28.391747,-57.887774,Argentina,AR,Corrientes,minor,,,295
Vinchina,-28.759636,-68.206917,Argentina,AR,La Rioja,minor,,,296
Gaimán,-43.289697,-65.492905,Argentina,AR,Chubut,minor,,,297
Santa Rosa del Conlara,-32.342861,-65.203234,Argentina,AR,San Luis,minor,,,298
San Antonio de Areco,-34.250304,-59.471635,Argentina,AR,Buenos Aires,minor,,,299
Guaminí,-37.033333,-62.416667,Argentina,AR,Buenos Aires,minor,,,300
Florencio Varela,-34.827222,-58.395556,Argentina,AR,Buenos Aires,minor,,,301
Milagro,-31.003256,-66.00098,Argentina,AR,La Rioja,minor,,,302
Burruyacú,-26.499179,-64.742061,Argentina,AR,Tucumán,minor,,,303
San Pedro,-33.679127,-59.666635,Argentina,AR,Buenos Aires,minor,,,304
Diamante,-32.066411,-60.638365,Argentina,AR,Entre Ríos,minor,,,305
Saladas,-28.253845,-58.625908,Argentina,AR,Corrientes,minor,,,306
Villa Media Agua,-31.982672,-68.423936,Argentina,AR,San Juan,minor,,,307
José de San Martín,-44.050319,-70.469666,Argentina,AR,Chubut,minor,,,308
Salliqueló,-36.752155,-62.960534,Argentina,AR,Buenos Aires,minor,,,309
Salsacate,-31.316486,-65.085293,Argentina,AR,Córdoba,minor,,,310
Guatraché,-37.667758,-63.530215,Argentina,AR,La Pampa,minor,,,311
Piedra del Águila,-40.048108,-70.074103,Argentina,AR,Neuquén,minor,,,312
Santa Lucía,-28.987461,-59.102868,Argentina,AR,Corrientes,minor,,,313
Santa Lucía,-31.539869,-68.495033,Argentina,AR,San Juan,minor,,,314
Curuzú Cuatiá,-29.791712,-58.054604,Argentina,AR,Corrientes,minor,,,315
San Andrés de Giles,-34.447209,-59.444506,Argentina,AR,Buenos Aires,minor,,,316
Malanzán,-30.803941,-66.609077,Argentina,AR,La Rioja,minor,,,317
Tama,-30.507977,-66.529804,Argentina,AR,La Rioja,minor,,,318
Tapalqué,-36.354932,-60.026403,Argentina,AR,Buenos Aires,minor,,,319
San Fernando,-34.443803,-58.557645,Argentina,AR,Buenos Aires,minor,,,320
La Banda,-27.733479,-64.242785,Argentina,AR,Santiago del Estero,minor,,,321
San Antonio,-24.367527,-65.33471,Argentina,AR,Jujuy,minor,,,322
Nuestra Señora del Rosario de Caa Catí,-27.750718,-57.620731,Argentina,AR,Corrientes,minor,,,323
Villa Krause,-31.566667,-68.533333,Argentina,AR,San Juan,minor,,,324
Villa La Angostura,-40.779738,-71.661495,Argentina,AR,Neuquén,minor,,,325
San Javier,-27.874268,-55.135087,Argentina,AR,Misiones,minor,,,326
San Javier,-30.57781,-59.931701,Argentina,AR,Santa Fe,minor,,,327
Quilmes,-34.729035,-58.263742,Argentina,AR,Buenos Aires,minor,,,328
Catriló,-36.405975,-63.421685,Argentina,AR,La Pampa,minor,,,329
Las Breñas,-27.089661,-61.081614,Argentina,AR,Chaco,minor,,,330
Carlos Tejedor,-35.392654,-62.421464,Argentina,AR,Buenos Aires,minor,,,331
San Lorenzo,-32.743415,-60.736133,Argentina,AR,Santa Fe,minor,,,332
Ulapes,-31.573617,-66.236502,Argentina,AR,La Rioja,minor,,,333
Coronel Vidal,-37.446041,-57.728651,Argentina,AR,Buenos Aires,minor,,,334
Tamberías,-31.466465,-69.425503,Argentina,AR,San Juan,minor,,,335
Los Telares,-28.984793,-63.448888,Argentina,AR,Santiago del Estero,minor,,,336
Rosario de Lerma,-24.982059,-65.578908,Argentina,AR,Salta,minor,,,337
Rosario de la Frontera,-25.796929,-64.970939,Argentina,AR,Salta,minor,,,338
Médanos,-38.828034,-62.69355,Argentina,AR,Buenos Aires,minor,,,339
General Roca,-39.02797,-67.573711,Argentina,AR,Río Negro,minor,,,340
Pehuajó,-35.810771,-61.896797,Argentina,AR,Buenos Aires,minor,,,341
Los Polvorines,-34.501334,-58.693877,Argentina,AR,Buenos Aires,minor,,,342
Valcheta,-40.7,-66.15,Argentina,AR,Río Negro,minor,,,343
Arraga,-28.049779,-64.222537,Argentina,AR,Santiago del Estero,minor,,,344
Camarones,-44.797089,-65.709941,Argentina,AR,Chubut,minor,,,345
San Fernando del Valle de Catamarca,-28.469574,-65.785239,Argentina,AR,Catamarca,admin,,,346
La Viña,-25.466424,-65.566296,Argentina,AR,Salta,minor,,,347
Eldorado,-26.404841,-54.624784,Argentina,AR,Misiones,minor,,,348
La Carlota,-33.419933,-63.297687,Argentina,AR,Córdoba,minor,,,349
Coronda,-31.972628,-60.919825,Argentina,AR,Santa Fe,minor,,,350
Ituzaingó,-34.658028,-58.663166,Argentina,AR,Buenos Aires,minor,,,351
Ituzaingó,-27.581619,-56.682307,Argentina,AR,Corrientes,minor,,,352
Eduardo Castex,-35.915009,-64.294481,Argentina,AR,La Pampa,minor,,,353
Colón,-32.223374,-58.143411,Argentina,AR,Entre Ríos,minor,,,354
Colón,-33.895122,-61.101102,Argentina,AR,Buenos Aires,minor,,,355
San José de Jáchal,-30.240573,-68.746934,Argentina,AR,San Juan,minor,,,356
San José de Feliciano,-30.384524,-58.751672,Argentina,AR,Entre Ríos,minor,,,357
Montecarlo,-26.566201,-54.757,Argentina,AR,Misiones,minor,,,358
San Salvador,-31.624869,-58.505244,Argentina,AR,Entre Ríos,minor,,,359
Tecka,-43.494892,-70.810204,Argentina,AR,Chubut,minor,,,360
Mburucuyá,-28.045388,-58.224486,Argentina,AR,Corrientes,minor,,,361
Maquinchao,-41.25,-68.733333,Argentina,AR,Río Negro,minor,,,362
Libertador General San Martín,-32.41074,-65.675861,Argentina,AR,San Luis,minor,,,363
Dolores,-30.905992,-64.535827,Argentina,AR,Córdoba,minor,,,364
Coronel Dorrego,-38.718667,-61.287325,Argentina,AR,Buenos Aires,minor,,,365
Maipú,-32.979628,-68.784614,Argentina,AR,Mendoza,minor,,,366
Maipú,-36.86274,-57.88094,Argentina,AR,Buenos Aires,minor,,,367
Espinillo,-24.981316,-58.552096,Argentina,AR,Formosa,minor,,,368
El Huecú,-37.645224,-70.580059,Argentina,AR,Neuquén,minor,,,369
Leleque,-42.412249,-71.067972,Argentina,AR,Chubut,minor,,,370
Esperanza,-31.448796,-60.931726,Argentina,AR,Santa Fe,minor,,,371
Aminga,-28.842601,-66.945459,Argentina,AR,La Rioja,minor,,,372
San Blas de los Sauces,-28.410507,-67.093415,Argentina,AR,La Rioja,minor,,,373
Villa de María,-29.901952,-63.722894,Argentina,AR,Córdoba,minor,,,374
Paso de Indios,-43.862253,-69.046025,Argentina,AR,Chubut,minor,,,375
Las Coloradas,-39.555341,-70.594907,Argentina,AR,Neuquén,minor,,,376
Ayacucho,-37.151852,-58.486908,Argentina,AR,Buenos Aires,minor,,,377
Puerto Santa Cruz,-50.019104,-68.52321,Argentina,AR,Santa Cruz,minor,,,378
El Cuy,-39.92685,-68.342076,Argentina,AR,Río Negro,minor,,,379
Villa Paranacito,-33.722075,-58.657981,Argentina,AR,Entre Ríos,minor,,,380
Tigre,-34.420416,-58.587593,Argentina,AR,Buenos Aires,minor,,,381
Santa Victoria,-22.25,-64.966667,Argentina,AR,Salta,minor,,,382
José C. Paz,-34.518722,-58.748059,Argentina,AR,Buenos Aires,minor,,,383
Puan,-37.545757,-62.76723,Argentina,AR,Buenos Aires,minor,,,384
Caseros,-34.603331,-58.564092,Argentina,AR,Buenos Aires,minor,,,385
San Luis del Palmar,-27.507902,-58.554541,Argentina,AR,Corrientes,minor,,,386
Ñorquinco,-41.850724,-70.901729,Argentina,AR,Río Negro,minor,,,387
Villaguay,-31.865301,-59.026892,Argentina,AR,Entre Ríos,minor,,,388
Paso de los Libres,-29.713114,-57.089907,Argentina,AR,Corrientes,minor,,,389
Limay Mahuida,-37.159594,-66.675954,Argentina,AR,La Pampa,minor,,,390
Simoca,-27.262723,-65.356468,Argentina,AR,Tucumán,minor,,,391
Pilcaniyeu,-41.118809,-70.729144,Argentina,AR,Río Negro,minor,,,392
General Conesa,-36.520125,-57.32537,Argentina,AR,Buenos Aires,minor,,,393
Antofagasta de la Sierra,-26.059403,-67.406362,Argentina,AR,Catamarca,minor,,,394
Hurlingham,-34.591683,-58.646077,Argentina,AR,Buenos Aires,minor,,,395
Charadai,-27.633333,-59.9,Argentina,AR,Chaco,minor,,,396
Villa Cura Brochero,-31.705778,-65.017964,Argentina,AR,Córdoba,minor,,,397
Makallé,-27.20687,-59.286962,Argentina,AR,Chaco,minor,,,398
Santa Clara,-24.309208,-64.662526,Argentina,AR,Jujuy,minor,,,399
Colonia Elisa,-26.930413,-59.518614,Argentina,AR,Chaco,minor,,,400
San Bernardo,-27.287823,-60.712523,Argentina,AR,Chaco,minor,,,401
Puelches,-38.145624,-65.914258,Argentina,AR,La Pampa,minor,,,402
La Consulta,-33.735792,-69.121815,Argentina,AR,Mendoza,minor,,,403
Ancasti,-28.812467,-65.501452,Argentina,AR,Catamarca,minor,,,404
Henderson,-36.3,-61.716667,Argentina,AR,Buenos Aires,minor,,,405
Deán Funes,-30.420358,-64.349836,Argentina,AR,Córdoba,minor,,,406
Benito Juárez,-37.671878,-59.806534,Argentina,AR,Buenos Aires,minor,,,407
Rivadavia,-31.553889,-68.6525,Argentina,AR,San Juan,minor,,,408
Rivadavia,-24.188319,-62.89021,Argentina,AR,Salta,minor,,,409
Ameghino,-34.844046,-62.467006,Argentina,AR,Buenos Aires,minor,,,410
Macachín,-37.135983,-63.666504,Argentina,AR,La Pampa,minor,,,411
Laboulaye,-34.126625,-63.391187,Argentina,AR,Córdoba,minor,,,412
Guernica,-34.917222,-58.386944,Argentina,AR,Buenos Aires,minor,,,413
Pila,-36.000582,-58.143908,Argentina,AR,Buenos Aires,minor,,,414
Avellaneda,-34.66392,-58.356498,Argentina,AR,Buenos Aires,minor,,,415
General Guido,-36.640736,-57.791737,Argentina,AR,Buenos Aires,minor,,,416
Bragado,-35.119121,-60.489658,Argentina,AR,Buenos Aires,minor,,,417
Brandsen,-35.168425,-58.234272,Argentina,AR,Buenos Aires,minor,,,418
Parera,-35.145999,-64.50089,Argentina,AR,La Pampa,minor,,,419
Saujil,-28.174424,-66.211772,Argentina,AR,Catamarca,minor,,,420
San Cristóbal,-30.310529,-61.237239,Argentina,AR,Santa Fe,minor,,,421
Castelli,-36.089489,-57.803932,Argentina,AR,Buenos Aires,minor,,,422
Berisso,-34.873497,-57.883029,Argentina,AR,Buenos Aires,minor,,,423
Campo Gallo,-26.583333,-62.85,Argentina,AR,Santiago del Estero,minor,,,424
Junín,-33.147652,-68.478994,Argentina,AR,Mendoza,minor,,,425
Tafí Viejo,-26.732014,-65.259209,Argentina,AR,Tucumán,minor,,,426
Tafí del Valle,-26.852747,-65.709832,Argentina,AR,Tucumán,minor,,,427
Añelo,-38.354407,-68.788401,Argentina,AR,Neuquén,minor,,,428
Las Rosas,-32.476614,-61.580406,Argentina,AR,Santa Fe,minor,,,429
Olta,-30.631171,-66.262997,Argentina,AR,La Rioja,minor,,,430
Margarita Belén,-27.261598,-58.972193,Argentina,AR,Chaco,minor,,,431
General Lavalle,-32.722183,-68.591366,Argentina,AR,Mendoza,minor,,,432
General Lavalle,-36.406332,-56.943289,Argentina,AR,Buenos Aires,minor,,,433
Villa Atamisqui,-28.496087,-63.816087,Argentina,AR,Santiago del Estero,minor,,,434
Tumbaya,-23.856258,-65.457413,Argentina,AR,Jujuy,minor,,,435
Alberti,-35.02692,-60.275869,Argentina,AR,Buenos Aires,minor,,,436
Federación,-31.006214,-57.899619,Argentina,AR,Entre Ríos,minor,,,437
Federal,-30.954648,-58.783259,Argentina,AR,Entre Ríos,minor,,,438
La Toma,-33.052582,-65.623852,Argentina,AR,San Luis,minor,,,439
Bernardo de Irigoyen,-26.2552,-53.645807,Argentina,AR,Misiones,minor,,,440
Tostado,-29.232017,-61.769173,Argentina,AR,Santa Fe,minor,,,441
Vedia,-34.495584,-61.541385,Argentina,AR,Buenos Aires,minor,,,442
Gobernador Ingeniero Valentín Virasoro,-28.05,-56.033333,Argentina,AR,Corrientes,minor,,,443
Mar del Tuyú,-36.575306,-56.688835,Argentina,AR,Buenos Aires,minor,,,444
General Rodríguez,-34.60838,-58.952534,Argentina,AR,Buenos Aires,minor,,,445
Clorinda,-25.284811,-57.718512,Argentina,AR,Formosa,minor,,,446
Morón,-34.650897,-58.619556,Argentina,AR,Buenos Aires,minor,,,447
Villa Castelli,-29.002948,-68.212766,Argentina,AR,La Rioja,minor,,,448
Saladillo,-35.637082,-59.777879,Argentina,AR,Buenos Aires,minor,,,449
Bandera,-28.888401,-62.265996,Argentina,AR,Santiago del Estero,minor,,,450
Suipacha,-34.770202,-59.687834,Argentina,AR,Buenos Aires,minor,,,451
Banda del Río Salí,-26.833333,-65.166667,Argentina,AR,Tucumán,minor,,,452
Santa Ana,-27.367404,-55.580908,Argentina,AR,Misiones,minor,,,453
Machagai,-26.926143,-60.049555,Argentina,AR,Chaco,minor,,,454
General Pinedo,-27.316667,-61.283333,Argentina,AR,Chaco,minor,,,455
Navarro,-35.005591,-59.276993,Argentina,AR,Buenos Aires,minor,,,456
La Leonesa,-27.037859,-58.703466,Argentina,AR,Chaco,minor,,,457
Magdalena,-35.080648,-57.513014,Argentina,AR,Buenos Aires,minor,,,458
Puerto Esperanza,-26.015169,-54.673056,Argentina,AR,Misiones,minor,,,459
Carmen de Patagones,-40.79828,-62.980972,Argentina,AR,Buenos Aires,minor,,,460
Santa María,-26.69547,-66.047322,Argentina,AR,Catamarca,minor,,,461
Nueve de Julio,-31.669141,-68.390232,Argentina,AR,San Juan,minor,,,462
General Pinto,-34.764588,-61.890932,Argentina,AR,Buenos Aires,minor,,,463
Patquía,-30.04681,-66.882307,Argentina,AR,La Rioja,minor,,,464
San Ignacio,-27.255855,-55.533898,Argentina,AR,Misiones,minor,,,465
Villa Alberdi,-27.585927,-65.620368,Argentina,AR,Tucumán,minor,,,466
Bella Vista,-28.509176,-59.040086,Argentina,AR,Corrientes,minor,,,467
Bella Vista,-27.030839,-65.303154,Argentina,AR,Tucumán,minor,,,468
Rauch,-36.774499,-59.089732,Argentina,AR,Buenos Aires,minor,,,469
Valle Grande,-23.477349,-64.942498,Argentina,AR,Jujuy,minor,,,470
Tres Isletas,-26.340665,-60.432067,Argentina,AR,Chaco,minor,,,471
La Poma,-24.721962,-66.201064,Argentina,AR,Salta,minor,,,472
Pirané,-25.73239,-59.108787,Argentina,AR,Formosa,minor,,,473
Intendente Alvear,-35.233833,-63.592049,Argentina,AR,La Pampa,minor,,,474
Toay,-36.67338,-64.378598,Argentina,AR,La Pampa,minor,,,475
Daireaux,-36.6,-61.75,Argentina,AR,Buenos Aires,minor,,,476
Esquina,-30.014444,-59.527193,Argentina,AR,Corrientes,minor,,,477
Helvecia,-31.098344,-60.088295,Argentina,AR,Santa Fe,minor,,,478
El Carmen,-24.386822,-65.261774,Argentina,AR,Jujuy,minor,,,479
Cachí,-25.120334,-66.165191,Argentina,AR,Salta,minor,,,480
Concepción de la Sierra,-27.983108,-55.520307,Argentina,AR,Misiones,minor,,,481
Tres Lomas,-36.457219,-62.860471,Argentina,AR,Buenos Aires,minor,,,482
Ensenada,-34.861863,-57.911257,Argentina,AR,Buenos Aires,minor,,,483
Carlos Casares,-35.621707,-61.361685,Argentina,AR,Buenos Aires,minor,,,484
San Francisco del Monte de Oro,-32.598252,-66.12539,Argentina,AR,San Luis,minor,,,485
San Francisco de Laishí,-26.242624,-58.630389,Argentina,AR,Formosa,minor,,,486
Graneros,-27.649343,-65.438297,Argentina,AR,Tucumán,minor,,,487
Villa Unión,-29.413475,-62.788222,Argentina,AR,Santiago del Estero,minor,,,488
González Chaves,-38.032987,-60.098428,Argentina,AR,Buenos Aires,minor,,,489
Villa Tulumba,-30.39552,-64.122405,Argentina,AR,Córdoba,minor,,,490
La Quiaca,-22.102356,-65.59299,Argentina,AR,Jujuy,minor,,,491
General Arenales,-34.302641,-61.305223,Argentina,AR,Buenos Aires,minor,,,492
General Alvear,-34.97696,-67.691164,Argentina,AR,Mendoza,minor,,,493
General Alvear,-36.020785,-60.014499,Argentina,AR,Buenos Aires,minor,,,494
Concarán,-32.56009,-65.242699,Argentina,AR,San Luis,minor,,,495
Campo Largo,-26.800774,-60.84215,Argentina,AR,Chaco,minor,,,496
San Martín de los Andes,-40.155234,-71.351015,Argentina,AR,Neuquén,minor,,,497
Aimogasta,-28.560905,-66.805875,Argentina,AR,La Rioja,minor,,,498
Santa Rosa de Río Primero,-31.152306,-63.401908,Argentina,AR,Córdoba,minor,,,499
San Isidro,-28.46265,-65.725855,Argentina,AR,Catamarca,minor,,,500
La Paz,-30.744852,-59.645657,Argentina,AR,Entre Ríos,minor,,,501
Oberá,-27.487059,-55.11994,Argentina,AR,Misiones,minor,,,502
La Cruz,-29.174427,-56.64326,Argentina,AR,Corrientes,minor,,,503
Esquiú,-29.381729,-65.290985,Argentina,AR,Catamarca,minor,,,504
San Pedro,-26.622073,-54.108417,Argentina,AR,Misiones,minor,,,505
San Pedro,-27.95386,-65.166505,Argentina,AR,Santiago del Estero,minor,,,506
San Miguel,-27.995847,-57.589644,Argentina,AR,Corrientes,minor,,,507
San Roque,-28.574575,-58.708168,Argentina,AR,Corrientes,minor,,,508
Lobería,-38.155738,-58.791297,Argentina,AR,Buenos Aires,minor,,,509
Merlo,-34.666267,-58.729271,Argentina,AR,Buenos Aires,minor,,,510
Buta Ranquil,-37.052225,-69.877134,Argentina,AR,Neuquén,minor,,,511
Villa Huidobro,-34.838264,-64.58686,Argentina,AR,Córdoba,minor,,,512
Salto,-34.292917,-60.254552,Argentina,AR,Buenos Aires,minor,,,513
Sauce,-30.086708,-58.787773,Argentina,AR,Corrientes,minor,,,514
Laprida,-37.544148,-60.799694,Argentina,AR,Buenos Aires,minor,,,515
Santa Sylvina,-27.83261,-61.137468,Argentina,AR,Chaco,minor,,,516
Pozo Hondo,-27.16607,-64.49,Argentina,AR,Santiago del Estero,minor,,,517
Arrecifes,-34.063903,-60.103567,Argentina,AR,Buenos Aires,minor,,,518
Santa Isabel,-36.22724,-66.942396,Argentina,AR,La Pampa,minor,,,519
Alvear,-29.096827,-56.550429,Argentina,AR,Corrientes,minor,,,520
Roque Pérez,-35.397945,-59.332707,Argentina,AR,Buenos Aires,minor,,,521
San Francisco del Chañar,-29.789906,-63.938609,Argentina,AR,Córdoba,minor,,,522
Capilla del Señor,-34.29207,-59.101787,Argentina,AR,Buenos Aires,minor,,,523
Monteros,-27.167415,-65.498325,Argentina,AR,Tucumán,minor,,,524
Leandro N. Alem,-27.603411,-55.324915,Argentina,AR,Misiones,minor,,,525
Villa Nueva,-32.897219,-68.780377,Argentina,AR,Mendoza,minor,,,526
General Viamonte,-35.000139,-61.03508,Argentina,AR,Buenos Aires,minor,,,527
General Villegas,-35.032847,-63.012516,Argentina,AR,Buenos Aires,minor,,,528
